// AAEMU
// Database file
// 
// Values: monsterId, className, name, level, exp, classExp, hp, defense
//---------------------------------------------------------------------------

[
// Doodads
//---------------------------------------------------------------------------
{ doodadId: 272, className: "Напр.: Таймер", name: "Напр.: Таймер" },
{ doodadId: 1773, className: "Логический затвор xor (10 сек.)", name: "Логический затвор xor (10 сек.)" },
{ doodadId: 1774, className: "Эффект подозрительной магии", name: "Эффект подозрительной магии" },
{ doodadId: 1775, className: "Маленький камень", name: "Маленький камень" },
{ doodadId: 1776, className: "Красный тюльпан", name: "Красный тюльпан" },
{ doodadId: 1777, className: "Испражнения снежного льва", name: "Испражнения снежного льва" },
{ doodadId: 1778, className: "Желтый тюльпан", name: "Желтый тюльпан" },
{ doodadId: 1779, className: "Брокколи", name: "Брокколи" },
{ doodadId: 1780, className: "Трава соколиной охоты", name: "Трава соколиной охоты" },
{ doodadId: 1781, className: "Блестящая трава", name: "Блестящая трава" },
{ doodadId: 1782, className: "Странное растение", name: "Странное растение" },
{ doodadId: 1783, className: "Тележка с желтыми хризантемами", name: "Тележка с желтыми хризантемами" },
{ doodadId: 1784, className: "Дисентра", name: "Дисентра" },
{ doodadId: 1785, className: "Собранный урожай тыкв", name: "Собранный урожай тыкв" },
{ doodadId: 1786, className: "Желтый цветок", name: "Желтый цветок" },
{ doodadId: 1787, className: "Фиолетовый цветок", name: "Фиолетовый цветок" },
{ doodadId: 1788, className: "Красный цветок", name: "Красный цветок" },
{ doodadId: 1789, className: "Серовато-зеленый цветок", name: "Серовато-зеленый цветок" },
{ doodadId: 1790, className: "Белый цветок", name: "Белый цветок" },
{ doodadId: 1791, className: "Коричневая трава", name: "Коричневая трава" },
{ doodadId: 1792, className: "Зеленая трава", name: "Зеленая трава" },
{ doodadId: 1793, className: "Благородное растение", name: "Благородное растение" },
{ doodadId: 1794, className: "Серовато-зеленое лекарственное растение", name: "Серовато-зеленое лекарственное растение" },
{ doodadId: 1795, className: "Фиолетовое лекарственное растение", name: "Фиолетовое лекарственное растение" },
{ doodadId: 1796, className: "Огромный хлопчатник", name: "Огромный хлопчатник" },
{ doodadId: 1797, className: "Карамельное растение", name: "Карамельное растение" },
{ doodadId: 1798, className: "Хлопок", name: "Хлопок" },
{ doodadId: 1799, className: "Большое карамельное растение", name: "Большое карамельное растение" },
{ doodadId: 1800, className: "Лаванда (для теста)", name: "Лаванда (для теста)" },
{ doodadId: 1801, className: "Большая лаванда", name: "Большая лаванда" },
{ doodadId: 1802, className: "Белый люпин", name: "Белый люпин" },
{ doodadId: 1803, className: "Фиолетовый люпин", name: "Фиолетовый люпин" },
{ doodadId: 1804, className: "Желтый люпин", name: "Желтый люпин" },
{ doodadId: 1805, className: "Собранный урожай мини-тыкв", name: "Собранный урожай мини-тыкв" },
{ doodadId: 1806, className: "Собранный урожай желтых тыкв", name: "Собранный урожай желтых тыкв" },
{ doodadId: 1807, className: "Цветки капусты", name: "Цветки капусты" },
{ doodadId: 1808, className: "Желтый шафран", name: "Желтый шафран" },
{ doodadId: 1809, className: "Острый папоротник", name: "Острый папоротник" },
{ doodadId: 1810, className: "Прутик папоротника", name: "Прутик папоротника" },
{ doodadId: 1811, className: "Дракон", name: "Дракон" },
{ doodadId: 1812, className: "Тропический папоротник", name: "Тропический папоротник" },
{ doodadId: 1813, className: "Тропический кактус", name: "Тропический кактус" },
{ doodadId: 1814, className: "Ледяной гриб", name: "Ледяной гриб" },
{ doodadId: 1815, className: "Светящийся в темноте гриб", name: "Светящийся в темноте гриб" },
{ doodadId: 1816, className: "Движущаяся трава", name: "Движущаяся трава" },
{ doodadId: 1817, className: "Поющая трава", name: "Поющая трава" },
{ doodadId: 1819, className: "Сад смерти", name: "Сад смерти" },
{ doodadId: 1820, className: "Оранжевая раффлезия", name: "Оранжевая раффлезия" },
{ doodadId: 1821, className: "Пурпурная раффлезия", name: "Пурпурная раффлезия" },
{ doodadId: 1822, className: "Фиолетовая раффлезия", name: "Фиолетовая раффлезия" },
{ doodadId: 1823, className: "Круглая раффлезия", name: "Круглая раффлезия" },
{ doodadId: 1824, className: "Длинный кактус", name: "Длинный кактус" },
{ doodadId: 1825, className: "Толстый кактус", name: "Толстый кактус" },
{ doodadId: 1826, className: "Очень длинный кактус", name: "Очень длинный кактус" },
{ doodadId: 1827, className: "Выцветшее растение", name: "Выцветшее растение" },
{ doodadId: 1828, className: "Некрасивая трава", name: "Некрасивая трава" },
{ doodadId: 1829, className: "Растение земли костей", name: "Растение земли костей" },
{ doodadId: 1830, className: "Блестящая трава соколиной охоты", name: "Блестящая трава соколиной охоты" },
{ doodadId: 1831, className: "Зонт-трава", name: "Зонт-трава" },
{ doodadId: 1832, className: "Длинная трава соколиной охоты", name: "Длинная трава соколиной охоты" },
{ doodadId: 1833, className: "Орхидея", name: "Орхидея" },
{ doodadId: 1834, className: "Блестящая красная трава", name: "Блестящая красная трава" },
{ doodadId: 1835, className: "Дубина", name: "Дубина" },
{ doodadId: 1836, className: "Широкий камень", name: "Широкий камень" },
{ doodadId: 1837, className: "Круглый камень", name: "Круглый камень" },
{ doodadId: 1838, className: "Серый камень", name: "Серый камень" },
{ doodadId: 1839, className: "Покрытый мхом камень", name: "Покрытый мхом камень" },
{ doodadId: 1840, className: "Форсития", name: "Форсития" },
{ doodadId: 1841, className: "Фрезия", name: "Фрезия" },
{ doodadId: 1842, className: "Росток", name: "Росток" },
{ doodadId: 1843, className: "Красный пион", name: "Красный пион" },
{ doodadId: 1844, className: "Белый пион", name: "Белый пион" },
{ doodadId: 1845, className: "Светящаяся в темноте трава", name: "Светящаяся в темноте трава" },
{ doodadId: 1846, className: "Кочевая палатка Лилиут A", name: "Кочевая палатка Лилиут A" },
{ doodadId: 1847, className: "Светящаяся при Луне трава", name: "Светящаяся при Луне трава" },
{ doodadId: 1848, className: "Светящаяся круглая лекарственная трава", name: "Светящаяся круглая лекарственная трава" },
{ doodadId: 1849, className: "Маленький латук", name: "Маленький латук" },
{ doodadId: 1850, className: "Большой латук", name: "Большой латук" },
{ doodadId: 1851, className: "Кочевая палатка Лилиут A", name: "Кочевая палатка Лилиут A" },
{ doodadId: 1852, className: "Кочевая палатка Лилиут A", name: "Кочевая палатка Лилиут A" },
{ doodadId: 1853, className: "Кочевая палатка Лилиут D", name: "Кочевая палатка Лилиут D" },
{ doodadId: 1854, className: "Утонувший сундук", name: "Утонувший сундук" },
{ doodadId: 1855, className: "Сундук", name: "Сундук" },
{ doodadId: 1856, className: "Тайник", name: "Тайник" },
{ doodadId: 1857, className: "Трава ветра", name: "Трава ветра" },
{ doodadId: 1858, className: "Цветок ветра", name: "Цветок ветра" },
{ doodadId: 1859, className: "Алтарь ветра", name: "Алтарь ветра" },
{ doodadId: 1860, className: "Алтарь воды", name: "Алтарь воды" },
{ doodadId: 1861, className: "Круг ветра", name: "Круг ветра" },
{ doodadId: 1862, className: "Круг воды", name: "Круг воды" },
{ doodadId: 1863, className: "Огромный золотистый топаз", name: "Огромный золотистый топаз" },
{ doodadId: 1864, className: "Огромный золотистый топаз", name: "Огромный золотистый топаз" },
{ doodadId: 1865, className: "Послание и звук Лилиут", name: "Послание и звук Лилиут" },
{ doodadId: 1866, className: "Ловушка Лилиут", name: "Ловушка Лилиут" },
{ doodadId: 1867, className: "Железные ворота Лилиут", name: "Железные ворота Лилиут" },
{ doodadId: 1868, className: "lilyut_10013_AND", name: "lilyut_10013_AND" },
{ doodadId: 1869, className: "lilyut_10014_AND", name: "lilyut_10014_AND" },
{ doodadId: 1870, className: "lilyut_10015_AND", name: "lilyut_10015_AND" },
{ doodadId: 1871, className: "lilyut_10016_AND", name: "lilyut_10016_AND" },
{ doodadId: 1872, className: "lilyut_10011_NOT", name: "lilyut_10011_NOT" },
{ doodadId: 1873, className: "lilyut_10012_NOT", name: "lilyut_10012_NOT" },
{ doodadId: 1874, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 1875, className: "Тело караульного", name: "Тело караульного" },
{ doodadId: 1876, className: "Сундук лорда Колина", name: "Сундук лорда Колина" },
{ doodadId: 1877, className: "Паутина", name: "Паутина" },
{ doodadId: 1878, className: "Сухие дрова", name: "Сухие дрова" },
{ doodadId: 1879, className: "Костер", name: "Костер" },
{ doodadId: 1880, className: "Ива для видеоролика", name: "Ива для видеоролика" },
{ doodadId: 1881, className: "Ель для видеоролика", name: "Ель для видеоролика" },
{ doodadId: 1882, className: "Палатка четырехпалых", name: "Палатка четырехпалых" },
{ doodadId: 1883, className: "Бук для видеоролика", name: "Бук для видеоролика" },
{ doodadId: 1884, className: "Клен для видеоролика", name: "Клен для видеоролика" },
{ doodadId: 1885, className: "Дуб для видеоролика", name: "Дуб для видеоролика" },
{ doodadId: 1886, className: "Дорожный атлас Стоунбриджа", name: "Дорожный атлас Стоунбриджа" },
{ doodadId: 1887, className: "Дорожный атлас Ронвентона", name: "Дорожный атлас Ронвентона" },
{ doodadId: 1888, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 1889, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 1890, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 1891, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 1892, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 1893, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 1894, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 1895, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 1896, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 1897, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 1898, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 1899, className: "Картофель для видеоролика", name: "Картофель для видеоролика" },
{ doodadId: 1900, className: "Корица для видеоролика", name: "Корица для видеоролика" },
{ doodadId: 1901, className: "Малина для видеоролика", name: "Малина для видеоролика" },
{ doodadId: 1902, className: "Огурец для видеоролика", name: "Огурец для видеоролика" },
{ doodadId: 1903, className: "Лаванда Тарны", name: "Лаванда Тарны" },
{ doodadId: 1904, className: "Кукуруза для видеоролика", name: "Кукуруза для видеоролика" },
{ doodadId: 1905, className: "Помидор для видеоролика", name: "Помидор для видеоролика" },
{ doodadId: 1906, className: "Пшеница для видеоролика", name: "Пшеница для видеоролика" },
{ doodadId: 1907, className: "Роза для видеоролика (10 часов)", name: "Роза для видеоролика (10 часов)" },
{ doodadId: 1908, className: "Огненный дождь", name: "Огненный дождь" },
{ doodadId: 1909, className: "Сундук сокровищ Глаза Тигра", name: "Сундук сокровищ Глаза Тигра" },
{ doodadId: 1910, className: "Жаровня", name: "Жаровня" },
{ doodadId: 1911, className: "Ящик с чем-то", name: "Ящик с чем-то" },
{ doodadId: 1912, className: "Мангал-предсказатель", name: "Мангал-предсказатель" },
{ doodadId: 1913, className: "Сломанный глайдер", name: "Сломанный глайдер" },
{ doodadId: 1914, className: "Ящик с огненной смесью", name: "Ящик с огненной смесью" },
{ doodadId: 1915, className: "TEST_Сюжетный предмет", name: "TEST_Сюжетный предмет" },
{ doodadId: 1916, className: "Обыкн. лаванда", name: "Обыкн. лаванда" },
{ doodadId: 1917, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 1918, className: "Отличная наковальня", name: "Отличная наковальня" },
{ doodadId: 1919, className: "Конфискованные вещи", name: "Конфискованные вещи" },
{ doodadId: 1920, className: "Рвотный корень", name: "Рвотный корень" },
{ doodadId: 1922, className: "Чистый источник", name: "Чистый источник" },
{ doodadId: 1924, className: "Сундук с сокровищами ветров", name: "Сундук с сокровищами ветров" },
{ doodadId: 1926, className: "Центр Белого лесаAndворота1", name: "Центр Белого лесаAndворота1" },
{ doodadId: 1928, className: "Центр Белого лесаAndворота2", name: "Центр Белого лесаAndворота2" },
{ doodadId: 1929, className: "Центр Белого лесаAndворота3", name: "Центр Белого лесаAndворота3" },
{ doodadId: 1933, className: "Символ богини", name: "Символ богини" },
{ doodadId: 1934, className: "Семя души", name: "Семя души" },
{ doodadId: 1935, className: "Цветок души", name: "Цветок души" },
{ doodadId: 1936, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 1937, className: "Мешок с зерном", name: "Мешок с зерном" },
{ doodadId: 1938, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 1939, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 1940, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 1941, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 1942, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 1943, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 1944, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 1946, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 1947, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 1948, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 1949, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 1950, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 1951, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 1954, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 1955, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 1956, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 1957, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 1958, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 1959, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 1960, className: "Указатель", name: "Указатель" },
{ doodadId: 1961, className: "Указатель", name: "Указатель" },
{ doodadId: 1962, className: "Указатель", name: "Указатель" },
{ doodadId: 1963, className: "Указатель", name: "Указатель" },
{ doodadId: 1964, className: "Залежи железа_Не используется", name: "Залежи железа_Не используется" },
{ doodadId: 1965, className: "Месторождение серебра", name: "Месторождение серебра" },
{ doodadId: 1966, className: "Залежи меди", name: "Залежи меди" },
{ doodadId: 1967, className: "Месторождение золота", name: "Месторождение золота" },
{ doodadId: 1968, className: "Залежи олова", name: "Залежи олова" },
{ doodadId: 1969, className: "След", name: "След" },
{ doodadId: 1970, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 1971, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 1972, className: "Манекен кожевника", name: "Манекен кожевника" },
{ doodadId: 1973, className: "Потерянный кошелек", name: "Потерянный кошелек" },
{ doodadId: 1974, className: "Зелье аромы", name: "Зелье аромы" },
{ doodadId: 1975, className: "Распустившаяся лаванда аромы", name: "Распустившаяся лаванда аромы" },
{ doodadId: 1976, className: "Камень", name: "Камень" },
{ doodadId: 1977, className: "Цветок с душой генерала Хасихасана", name: "Цветок с душой генерала Хасихасана" },
{ doodadId: 1978, className: "Сундук с сокровищами моря", name: "Сундук с сокровищами моря" },
{ doodadId: 1979, className: "Боцманский сундук", name: "Боцманский сундук" },
{ doodadId: 1980, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 1981, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 1982, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 1983, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 1984, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 1985, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 1986, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 1987, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 1988, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 1989, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 1990, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 1991, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 1992, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 1993, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 1994, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 1995, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 1996, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 1997, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 1998, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 1999, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 2000, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 2001, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 2002, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 2003, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 2004, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 2005, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 2006, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 2007, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 2008, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 2009, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 2010, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 2011, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 2012, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 2013, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 2014, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 2015, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 2016, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 2017, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 2018, className: "Грабители Шичими для управления клеткой (не удалять)", name: "Грабители Шичими для управления клеткой (не удалять)" },
{ doodadId: 2019, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 2020, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 2021, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 2022, className: "Наполовину установленная палатка", name: "Наполовину установленная палатка" },
{ doodadId: 2023, className: "Южный указатель Белого леса", name: "Южный указатель Белого леса" },
{ doodadId: 2024, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 2025, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 2026, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 2027, className: "Фейерверки", name: "Фейерверки" },
{ doodadId: 2028, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 2029, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 2030, className: "Пушка арены боя", name: "Пушка арены боя" },
{ doodadId: 2031, className: "Паутина", name: "Паутина" },
{ doodadId: 2032, className: "Почтовая сова", name: "Почтовая сова" },
{ doodadId: 2033, className: "Дневник Адриана", name: "Дневник Адриана" },
{ doodadId: 2034, className: "Перо гарпии ужасного старого дерева", name: "Перо гарпии ужасного старого дерева" },
{ doodadId: 2035, className: "Дверь, ведущая в поселение хранителя", name: "Дверь, ведущая в поселение хранителя" },
{ doodadId: 2036, className: "Вихрь", name: "Вихрь" },
{ doodadId: 2037, className: "Железные ворота арены боя", name: "Железные ворота арены боя" },
{ doodadId: 2038, className: "Сумеречный горный цветок1", name: "Сумеречный горный цветок1" },
{ doodadId: 2039, className: "Сумеречный горный цветок2", name: "Сумеречный горный цветок2" },
{ doodadId: 2040, className: "Сумеречный горный цветок3", name: "Сумеречный горный цветок3" },
{ doodadId: 2041, className: "Сумеречный горный цветок4", name: "Сумеречный горный цветок4" },
{ doodadId: 2042, className: "Сумеречный горный цветок5", name: "Сумеречный горный цветок5" },
{ doodadId: 2043, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 2044, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 2045, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 2046, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 2047, className: "Дорожный указатель", name: "Дорожный указатель" },
{ doodadId: 2048, className: "Сухие дрова", name: "Сухие дрова" },
{ doodadId: 2049, className: "Костер", name: "Костер" },
{ doodadId: 2050, className: "Паутина Адриана", name: "Паутина Адриана" },
{ doodadId: 2051, className: "Цветущий опийный мак", name: "Цветущий опийный мак" },
{ doodadId: 2053, className: "Район огненных стрел", name: "Район огненных стрел" },
{ doodadId: 2055, className: "Тестовая яблоня", name: "Тестовая яблоня" },
{ doodadId: 2056, className: "Дуб (жилье)", name: "Дуб (жилье)" },
{ doodadId: 2057, className: "Ясень (жилье)", name: "Ясень (жилье)" },
{ doodadId: 2058, className: "Ива (жилье)", name: "Ива (жилье)" },
{ doodadId: 2059, className: "Белый бук (жилье)", name: "Белый бук (жилье)" },
{ doodadId: 2060, className: "Оливковое дерево (жилье)", name: "Оливковое дерево (жилье)" },
{ doodadId: 2061, className: "Пробковое дерево (жилье)", name: "Пробковое дерево (жилье)" },
{ doodadId: 2062, className: "Осина (жилье)", name: "Осина (жилье)" },
{ doodadId: 2063, className: "Береза (жилье)", name: "Береза (жилье)" },
{ doodadId: 2064, className: "Виноградный куст (жилье)", name: "Виноградный куст (жилье)" },
{ doodadId: 2065, className: "Тополь (жилье)", name: "Тополь (жилье)" },
{ doodadId: 2066, className: "Лимонное дерево (жилье)", name: "Лимонное дерево (жилье)" },
{ doodadId: 2067, className: "Фиговое дерево (жилье)", name: "Фиговое дерево (жилье)" },
{ doodadId: 2068, className: "Лавровое дерево (жилье)", name: "Лавровое дерево (жилье)" },
{ doodadId: 2069, className: "Кокосовая пальма (жилье)", name: "Кокосовая пальма (жилье)" },
{ doodadId: 2070, className: "Гевея (жилье)", name: "Гевея (жилье)" },
{ doodadId: 2071, className: "Финиковая пальма (жилье)", name: "Финиковая пальма (жилье)" },
{ doodadId: 2072, className: "Биота восточная (жилье)", name: "Биота восточная (жилье)" },
{ doodadId: 2073, className: "Камфорное дерево (жилье)", name: "Камфорное дерево (жилье)" },
{ doodadId: 2074, className: "Бамбук (жилье)", name: "Бамбук (жилье)" },
{ doodadId: 2075, className: "Эбеновое дерево (жилье)", name: "Эбеновое дерево (жилье)" },
{ doodadId: 2076, className: "Каштановое дерево (жилье)", name: "Каштановое дерево (жилье)" },
{ doodadId: 2077, className: "Сосна (жилье)", name: "Сосна (жилье)" },
{ doodadId: 2078, className: "Ель (жилье)", name: "Ель (жилье)" },
{ doodadId: 2079, className: "Кедр (жилье)", name: "Кедр (жилье)" },
{ doodadId: 2080, className: "Белокорая пихта (жилье)", name: "Белокорая пихта (жилье)" },
{ doodadId: 2081, className: "Криптомерия (жилье)", name: "Криптомерия (жилье)" },
{ doodadId: 2082, className: "Тис (жилье)", name: "Тис (жилье)" },
{ doodadId: 2083, className: "Гранатовое дерево (жилье)", name: "Гранатовое дерево (жилье)" },
{ doodadId: 2084, className: "Бук (жилье)", name: "Бук (жилье)" },
{ doodadId: 2085, className: "Вишневое дерево (жилье)", name: "Вишневое дерево (жилье)" },
{ doodadId: 2086, className: "Абрикосовое дерево (жилье)", name: "Абрикосовое дерево (жилье)" },
{ doodadId: 2087, className: "Апельсиновое дерево (жилье)", name: "Апельсиновое дерево (жилье)" },
{ doodadId: 2088, className: "Кедровый стланик (жилье)", name: "Кедровый стланик (жилье)" },
{ doodadId: 2089, className: "Дерево Моринги (жилье)", name: "Дерево Моринги (жилье)" },
{ doodadId: 2090, className: "Баобаб (жилье)", name: "Баобаб (жилье)" },
{ doodadId: 2092, className: "Кориандр (жилье)", name: "Кориандр (жилье)" },
{ doodadId: 2093, className: "Жасмин (жилье)", name: "Жасмин (жилье)" },
{ doodadId: 2094, className: "Нарцисс (жилье)", name: "Нарцисс (жилье)" },
{ doodadId: 2095, className: "Артишок (жилье)", name: "Артишок (жилье)" },
{ doodadId: 2096, className: "Лилия (жилье)", name: "Лилия (жилье)" },
{ doodadId: 2097, className: "Мак (жилье)", name: "Мак (жилье)" },
{ doodadId: 2098, className: "Огурец (жилье)", name: "Огурец (жилье)" },
{ doodadId: 2099, className: "Подсолнух (жилье)", name: "Подсолнух (жилье)" },
{ doodadId: 2100, className: "Камыш (жилье)", name: "Камыш (жилье)" },
{ doodadId: 2101, className: "Сансевьера (жилье)", name: "Сансевьера (жилье)" },
{ doodadId: 2102, className: "Тростник (жилье)", name: "Тростник (жилье)" },
{ doodadId: 2103, className: "Кукуруза (жилье)", name: "Кукуруза (жилье)" },
{ doodadId: 2104, className: "Чеснок (жилье)", name: "Чеснок (жилье)" },
{ doodadId: 2105, className: "Василек (жилье)", name: "Василек (жилье)" },
{ doodadId: 2107, className: "Пшеница (жилье)", name: "Пшеница (жилье)" },
{ doodadId: 2108, className: "Кактус (жилье)", name: "Кактус (жилье)" },
{ doodadId: 2109, className: "Азалия (жилье)", name: "Азалия (жилье)" },
{ doodadId: 2110, className: "Камыш болотный (жилье)", name: "Камыш болотный (жилье)" },
{ doodadId: 2111, className: "Хризантема (жилье)", name: "Хризантема (жилье)" },
{ doodadId: 2112, className: "Горный женьшень (жилье)", name: "Горный женьшень (жилье)" },
{ doodadId: 2113, className: "Лотос (жилье)", name: "Лотос (жилье)" },
{ doodadId: 2114, className: "Картофель (жилье)", name: "Картофель (жилье)" },
{ doodadId: 2115, className: "Корица (жилье)", name: "Корица (жилье)" },
{ doodadId: 2116, className: "Батат (жилье)", name: "Батат (жилье)" },
{ doodadId: 2117, className: "Папоротник (жилье)", name: "Папоротник (жилье)" },
{ doodadId: 2118, className: "Морковь (жилье)", name: "Морковь (жилье)" },
{ doodadId: 2119, className: "Ядовитый гриб (жилье)", name: "Ядовитый гриб (жилье)" },
{ doodadId: 2120, className: "Арахис (жилье)", name: "Арахис (жилье)" },
{ doodadId: 2121, className: "Лук (жилье)", name: "Лук (жилье)" },
{ doodadId: 2122, className: "Канола (жилье)", name: "Канола (жилье)" },
{ doodadId: 2123, className: "Бобы (жилье)", name: "Бобы (жилье)" },
{ doodadId: 2124, className: "Помидор (жилье)", name: "Помидор (жилье)" },
{ doodadId: 2125, className: "Хмель (жилье)", name: "Хмель (жилье)" },
{ doodadId: 2126, className: "Тыква (жилье)", name: "Тыква (жилье)" },
{ doodadId: 2127, className: "Пустая скорлупа", name: "Пустая скорлупа" },
{ doodadId: 2128, className: "Старый дневник", name: "Старый дневник" },
{ doodadId: 2129, className: "Частокол", name: "Частокол" },
{ doodadId: 2130, className: "Ритуальный котел", name: "Ритуальный котел" },
{ doodadId: 2131, className: "Ящик со спиртным", name: "Ящик со спиртным" },
{ doodadId: 2132, className: "Магический канат Мэриан", name: "Магический канат Мэриан" },
{ doodadId: 2133, className: "Пылающая палатка", name: "Пылающая палатка" },
{ doodadId: 2134, className: "Пылающая палатка", name: "Пылающая палатка" },
{ doodadId: 2135, className: "Взрыв", name: "Взрыв" },
{ doodadId: 2136, className: "Пятно крови", name: "Пятно крови" },
{ doodadId: 2137, className: "Пятно крови", name: "Пятно крови" },
{ doodadId: 2138, className: "Пятно крови", name: "Пятно крови" },
{ doodadId: 2139, className: "Пятно крови", name: "Пятно крови" },
{ doodadId: 2140, className: "Пятно крови", name: "Пятно крови" },
{ doodadId: 2141, className: "Пугало", name: "Пугало" },
{ doodadId: 2142, className: "Маленькая рамка", name: "Маленькая рамка" },
{ doodadId: 2143, className: "Мускусное дерево", name: "Мускусное дерево" },
{ doodadId: 2144, className: "Дверь подвала", name: "Дверь подвала" },
{ doodadId: 2145, className: "Магия телепортации Сика", name: "Магия телепортации Сика" },
